Waste_Weight_kg,Unit_Price_per_kg,Cost_Loss,Day,Month,Meal_Dinner,Meal_Lunch,Food_Category_Rice,Food_Category_Soup,Food_Category_Vegetables,Canteen_Section_B,Canteen_Section_C,Canteen_Section_D,Day_of_Week_Monday,Day_of_Week_Saturday,Day_of_Week_Sunday,Day_of_Week_Thursday,Day_of_Week_Tuesday,Day_of_Week_Wednesday
4.36,2.0,8.72,31,7,False,True,True,False,False,False,False,False,False,False,False,True,False,False
0.92,3.0,2.76,16,7,False,True,False,False,True,False,False,True,False,False,False,False,False,True
0.2,2.0,0.4,1,8,False,True,True,False,False,False,True,False,False,False,False,False,False,False
3.12,8.0,24.96,9,7,True,False,False,False,False,False,True,False,False,False,False,False,False,True
0.93,2.0,1.86,3,8,True,False,True,False,False,False,True,False,False,False,True,False,False,False
3.58,3.0,10.74,20,6,False,True,False,False,True,False,True,False,False,False,False,False,False,False
4.57,2.0,9.14,1,8,False,True,True,False,False,False,False,True,False,False,False,False,False,False
2.33,3.0,6.99,12,6,False,True,False,False,True,False,False,True,False,False,False,True,False,False
3.68,8.0,29.44,9,8,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2.27,2.0,4.54,3,7,False,False,True,False,False,False,False,False,False,False,False,True,False,False
1.66,3.0,4.98,29,6,True,False,False,False,True,False,True,False,False,False,True,False,False,False
2.22,1.5,3.33,11,7,True,False,False,True,False,False,False,False,False,False,False,False,False,False
0.8,1.5,1.2,30,7,True,False,False,True,False,False,False,True,False,False,False,False,False,True
1.9,1.5,2.85,4,8,True,False,False,True,False,True,False,False,True,False,False,False,False,False
3.32,2.0,6.64,18,6,True,False,True,False,False,False,False,True,False,False,False,False,False,True
4.51,1.5,6.76,29,7,True,False,False,True,False,False,False,True,False,False,False,False,True,False
2.14,2.0,4.28,14,7,False,True,True,False,False,False,False,True,True,False,False,False,False,False
0.6,8.0,4.8,19,7,False,True,False,False,False,True,False,False,False,True,False,False,False,False
3.9,1.5,5.85,25,6,True,False,False,True,False,False,True,False,False,False,False,False,False,True
3.01,2.0,6.02,28,7,False,True,True,False,False,False,False,True,True,False,False,False,False,False
4.88,3.0,14.64,25,6,False,False,False,False,True,False,False,True,False,False,False,False,False,True
0.63,8.0,5.04,2,8,False,False,False,False,False,True,False,False,False,True,False,False,False,False
1.69,8.0,13.52,17,6,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2.46,8.0,19.68,15,6,False,True,False,False,False,False,False,False,False,False,True,False,False,False
4.56,3.0,13.68,10,7,False,False,False,False,True,True,False,False,False,False,False,True,False,False
4.59,1.5,6.88,26,7,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0.26,2.0,0.52,10,8,False,True,True,False,False,False,True,False,False,False,True,False,False,False
1.86,1.5,2.79,12,7,False,False,False,True,False,False,False,False,False,True,False,False,False,False
3.17,8.0,25.36,29,6,False,True,False,False,False,True,False,False,False,False,True,False,False,False
2.13,3.0,6.39,30,7,False,True,False,False,True,False,False,True,False,False,False,False,False,True
1.7,8.0,13.6,30,6,False,False,False,False,False,True,False,False,True,False,False,False,False,False
3.48,8.0,27.84,1,8,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.49,1.5,5.24,13,7,False,True,False,True,False,False,True,False,False,False,True,False,False,False
4.53,1.5,6.79,14,6,True,False,False,True,False,False,False,True,False,True,False,False,False,False
2.6,1.5,3.9,20,7,False,False,False,True,False,False,True,False,False,False,True,False,False,False
3.4,8.0,27.2,7,7,False,True,False,False,False,False,False,False,True,False,False,False,False,False
4.11,1.5,6.17,21,6,False,False,False,True,False,False,False,False,False,True,False,False,False,False
4.34,1.5,6.51,30,6,False,False,False,True,False,False,False,False,True,False,False,False,False,False
4.24,1.5,6.36,2,8,True,False,False,True,False,True,False,False,False,True,False,False,False,False
2.33,8.0,18.64,16,6,True,False,False,False,False,True,False,False,True,False,False,False,False,False
3.47,2.0,6.94,1,7,False,True,True,False,False,False,False,True,False,False,False,False,True,False
2.76,2.0,5.52,9,7,False,True,True,False,False,False,True,False,False,False,False,False,False,True
1.7,1.5,2.55,18,7,False,False,False,True,False,True,False,False,False,False,False,False,False,False
2.33,3.0,6.99,14,7,True,False,False,False,True,False,False,False,True,False,False,False,False,False
3.72,1.5,5.58,22,6,True,False,False,True,False,False,True,False,False,False,True,False,False,False
3.9,8.0,31.2,1,7,True,False,False,False,False,False,False,False,False,False,False,False,True,False
1.71,8.0,13.68,24,7,False,False,False,False,False,False,False,True,False,False,False,True,False,False
3.64,3.0,10.92,19,7,True,False,False,False,True,False,False,False,False,True,False,False,False,False
4.24,8.0,33.92,23,6,False,False,False,False,False,False,True,False,True,False,False,False,False,False
3.18,2.0,6.36,20,7,True,False,True,False,False,False,True,False,False,False,True,False,False,False
1.63,8.0,13.04,10,8,True,False,False,False,False,False,True,False,False,False,True,False,False,False
0.4,8.0,3.2,20,7,True,False,False,False,False,True,False,False,False,False,True,False,False,False
4.54,3.0,13.62,25,6,False,False,False,False,True,False,False,False,False,False,False,False,False,True
3.42,8.0,27.36,14,7,False,False,False,False,False,False,True,False,True,False,False,False,False,False
3.58,1.5,5.37,28,6,True,False,False,True,False,True,False,False,False,True,False,False,False,False
2.55,1.5,3.82,20,6,False,False,False,True,False,False,False,True,False,False,False,False,False,False
2.61,3.0,7.83,8,7,True,False,False,False,True,True,False,False,False,False,False,False,True,False
1.29,8.0,10.32,13,7,True,False,False,False,False,False,False,False,False,False,True,False,False,False
1.06,8.0,8.48,12,7,True,False,False,False,False,True,False,False,False,True,False,False,False,False
1.58,3.0,4.74,5,8,False,False,False,False,True,False,True,False,False,False,False,False,True,False
4.14,3.0,12.42,4,8,False,True,False,False,True,False,False,False,True,False,False,False,False,False
4.14,3.0,12.42,31,7,False,True,False,False,True,False,True,False,False,False,False,True,False,False
0.79,2.0,1.58,14,7,True,False,True,False,False,False,False,False,True,False,False,False,False,False
0.73,3.0,2.19,4,8,False,False,False,False,True,False,False,True,True,False,False,False,False,False
1.11,1.5,1.67,6,7,True,False,False,True,False,False,False,True,False,False,True,False,False,False
0.11,3.0,0.33,17,6,False,False,False,False,True,True,False,False,False,False,False,False,True,False
4.19,2.0,8.38,23,6,False,False,True,False,False,False,False,True,True,False,False,False,False,False
3.39,8.0,27.12,7,7,True,False,False,False,False,False,False,False,True,False,False,False,False,False
4.91,8.0,39.28,8,7,True,False,False,False,False,False,True,False,False,False,False,False,True,False
3.9,8.0,31.2,16,7,True,False,False,False,False,True,False,False,False,False,False,False,False,True
4.58,2.0,9.16,8,7,True,False,True,False,False,False,False,True,False,False,False,False,True,False
1.09,3.0,3.27,26,7,True,False,False,False,True,False,False,False,False,True,False,False,False,False
1.44,8.0,11.52,19,6,True,False,False,False,False,False,True,False,False,False,False,True,False,False
2.57,3.0,7.71,22,6,False,False,False,False,True,True,False,False,False,False,True,False,False,False
3.6,3.0,10.8,2,7,True,False,False,False,True,False,False,True,False,False,False,False,False,True
3.43,2.0,6.86,17,7,False,True,True,False,False,False,False,True,False,False,False,True,False,False
1.32,3.0,3.96,31,7,True,False,False,False,True,False,True,False,False,False,False,True,False,False
0.85,2.0,1.7,29,7,False,False,True,False,False,False,False,False,False,False,False,False,True,False
0.33,2.0,0.66,13,6,True,False,True,False,False,True,False,False,False,False,False,False,False,False
2.3,3.0,6.9,17,7,False,False,False,False,True,False,False,False,False,False,False,True,False,False
4.13,3.0,12.39,16,7,True,False,False,False,True,True,False,False,False,False,False,False,False,True
4.21,2.0,8.42,23,7,False,False,True,False,False,True,False,False,False,False,False,False,False,True
1.98,8.0,15.84,4,8,False,False,False,False,False,False,False,False,True,False,False,False,False,False
3.97,3.0,11.91,20,7,True,False,False,False,True,True,False,False,False,False,True,False,False,False
4.89,3.0,14.67,20,7,False,True,False,False,True,True,False,False,False,False,True,False,False,False
1.73,2.0,3.46,22,6,False,True,True,False,False,False,False,True,False,False,True,False,False,False
2.01,8.0,16.08,21,7,False,False,False,False,False,True,False,False,True,False,False,False,False,False
0.62,1.5,0.93,10,7,False,False,False,True,False,True,False,False,False,False,False,True,False,False
3.02,3.0,9.06,4,8,False,True,False,False,True,True,False,False,True,False,False,False,False,False
4.16,3.0,12.48,22,6,True,False,False,False,True,False,True,False,False,False,True,False,False,False
2.14,2.0,4.28,18,6,False,True,True,False,False,False,False,False,False,False,False,False,False,True
4.12,1.5,6.18,12,6,True,False,False,True,False,False,True,False,False,False,False,True,False,False
3.76,3.0,11.28,10,8,False,False,False,False,True,True,False,False,False,False,True,False,False,False
2.11,1.5,3.17,1,8,False,True,False,True,False,True,False,False,False,False,False,False,False,False
4.38,3.0,13.14,5,7,False,True,False,False,True,False,False,False,False,True,False,False,False,False
0.67,2.0,1.34,10,8,False,False,True,False,False,False,False,False,False,False,True,False,False,False
0.83,8.0,6.64,7,7,True,False,False,False,False,True,False,False,True,False,False,False,False,False
2.94,3.0,8.82,14,7,False,True,False,False,True,False,False,False,True,False,False,False,False,False
2.58,8.0,20.64,9,7,True,False,False,False,False,True,False,False,False,False,False,False,False,True
2.5,8.0,20.0,9,7,False,True,False,False,False,False,False,False,False,False,False,False,False,True
3.75,3.0,11.25,31,7,False,False,False,False,True,True,False,False,False,False,False,True,False,False
0.18,8.0,1.44,25,6,False,True,False,False,False,False,True,False,False,False,False,False,False,True
3.01,8.0,24.08,1,8,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2.31,2.0,4.62,18,6,False,False,True,False,False,False,False,True,False,False,False,False,False,True
2.5,2.0,5.0,11,7,True,False,True,False,False,False,False,False,False,False,False,False,False,False
0.25,1.5,0.38,28,7,False,True,False,True,False,False,False,True,True,False,False,False,False,False
0.43,1.5,0.65,30,7,False,True,False,True,False,False,False,False,False,False,False,False,False,True
2.36,8.0,18.88,25,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1.25,8.0,10.0,4,7,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2.31,1.5,3.46,16,7,False,False,False,True,False,False,True,False,False,False,False,False,False,True
2.49,3.0,7.47,9,7,False,True,False,False,True,True,False,False,False,False,False,False,False,True
1.19,3.0,3.57,7,8,True,False,False,False,True,False,False,False,False,False,False,True,False,False
3.41,3.0,10.23,7,8,False,True,False,False,True,False,False,False,False,False,False,True,False,False
4.21,1.5,6.31,8,7,True,False,False,True,False,False,True,False,False,False,False,False,True,False
3.82,2.0,7.64,31,7,False,True,True,False,False,False,False,True,False,False,False,True,False,False
0.19,8.0,1.52,20,6,False,True,False,False,False,True,False,False,False,False,False,False,False,False
3.12,8.0,24.96,30,6,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2.93,1.5,4.4,5,7,True,False,False,True,False,False,False,True,False,True,False,False,False,False
4.41,3.0,13.23,7,7,False,True,False,False,True,False,True,False,True,False,False,False,False,False
3.85,8.0,30.8,3,8,True,False,False,False,False,False,True,False,False,False,True,False,False,False
4.87,8.0,38.96,11,6,True,False,False,False,False,True,False,False,False,False,False,False,False,True
3.72,3.0,11.16,1,7,False,False,False,False,True,False,False,True,False,False,False,False,True,False
4.4,8.0,35.2,6,8,False,True,False,False,False,False,False,False,False,False,False,False,False,True
3.4,1.5,5.1,1,7,False,True,False,True,False,True,False,False,False,False,False,False,True,False
1.78,3.0,5.34,4,8,False,True,False,False,True,False,True,False,True,False,False,False,False,False
4.42,1.5,6.63,19,7,False,True,False,True,False,True,False,False,False,True,False,False,False,False
4.44,8.0,35.52,21,7,True,False,False,False,False,False,False,False,True,False,False,False,False,False
1.27,1.5,1.91,11,6,True,False,False,True,False,True,False,False,False,False,False,False,False,True
1.7,3.0,5.1,30,7,False,True,False,False,True,True,False,False,False,False,False,False,False,True
1.55,8.0,12.4,14,6,False,True,False,False,False,False,True,False,False,True,False,False,False,False
3.31,1.5,4.96,9,7,False,False,False,True,False,False,True,False,False,False,False,False,False,True
1.99,8.0,15.92,26,6,False,True,False,False,False,False,False,False,False,False,False,True,False,False
2.24,3.0,6.72,11,7,False,True,False,False,True,True,False,False,False,False,False,False,False,False
4.4,3.0,13.2,4,8,True,False,False,False,True,False,True,False,True,False,False,False,False,False
3.69,3.0,11.07,18,7,False,False,False,False,True,False,True,False,False,False,False,False,False,False
4.54,3.0,13.62,24,6,False,False,False,False,True,False,True,False,False,False,False,False,True,False
3.83,1.5,5.75,3,8,True,False,False,True,False,True,False,False,False,False,True,False,False,False
2.35,1.5,3.53,18,7,False,True,False,True,False,False,False,True,False,False,False,False,False,False
1.57,3.0,4.71,7,7,True,False,False,False,True,False,True,False,True,False,False,False,False,False
0.14,2.0,0.28,9,7,True,False,True,False,False,True,False,False,False,False,False,False,False,True
1.15,1.5,1.72,23,6,False,False,False,True,False,False,False,False,True,False,False,False,False,False
4.56,2.0,9.12,17,6,True,False,True,False,False,False,True,False,False,False,False,False,True,False
1.5,3.0,4.5,1,8,False,False,False,False,True,False,False,True,False,False,False,False,False,False
0.46,2.0,0.92,29,6,False,True,True,False,False,False,False,True,False,False,True,False,False,False
0.91,3.0,2.73,17,7,False,False,False,False,True,False,False,True,False,False,False,True,False,False
3.43,2.0,6.86,27,6,False,False,True,False,False,False,False,True,False,False,False,False,False,False
2.18,1.5,3.27,14,6,False,False,False,True,False,False,False,True,False,True,False,False,False,False
4.94,8.0,39.52,11,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False
4.77,3.0,14.31,13,7,False,True,False,False,True,True,False,False,False,False,True,False,False,False
1.94,3.0,5.82,1,8,True,False,False,False,True,True,False,False,False,False,False,False,False,False
4.33,8.0,34.64,12,6,False,False,False,False,False,False,False,True,False,False,False,True,False,False
4.56,8.0,36.48,28,6,True,False,False,False,False,False,False,False,False,True,False,False,False,False
1.77,3.0,5.31,8,8,False,True,False,False,True,True,False,False,False,False,False,False,False,False
3.93,1.5,5.9,8,8,True,False,False,True,False,True,False,False,False,False,False,False,False,False
4.0,1.5,6.0,2,7,True,False,False,True,False,False,False,False,False,False,False,False,False,True
2.58,3.0,7.74,31,7,True,False,False,False,True,False,False,False,False,False,False,True,False,False
1.09,3.0,3.27,5,8,False,True,False,False,True,False,True,False,False,False,False,False,True,False
1.5,2.0,3.0,10,8,False,False,True,False,False,False,True,False,False,False,True,False,False,False
0.36,3.0,1.08,3,7,False,False,False,False,True,False,False,True,False,False,False,True,False,False
4.19,8.0,33.52,12,6,False,False,False,False,False,True,False,False,False,False,False,True,False,False
2.13,3.0,6.39,16,6,False,True,False,False,True,False,False,False,True,False,False,False,False,False
2.27,8.0,18.16,21,6,False,True,False,False,False,False,True,False,False,True,False,False,False,False
1.6,2.0,3.2,26,6,True,False,True,False,False,False,False,False,False,False,False,True,False,False
3.87,2.0,7.74,20,7,True,False,True,False,False,False,False,False,False,False,True,False,False,False
0.55,3.0,1.65,8,8,False,False,False,False,True,False,False,False,False,False,False,False,False,False
4.25,1.5,6.38,20,7,False,False,False,True,False,True,False,False,False,False,True,False,False,False
2.52,8.0,20.16,20,7,False,True,False,False,False,False,False,False,False,False,True,False,False,False
3.14,8.0,25.12,10,8,True,False,False,False,False,False,False,True,False,False,True,False,False,False
3.98,1.5,5.97,27,7,False,False,False,True,False,True,False,False,False,False,True,False,False,False
2.8,8.0,22.4,9,7,True,False,False,False,False,False,False,True,False,False,False,False,False,True
1.67,3.0,5.01,7,7,False,True,False,False,True,False,False,False,True,False,False,False,False,False
1.72,2.0,3.44,31,7,False,False,True,False,False,True,False,False,False,False,False,True,False,False
0.61,1.5,0.92,14,7,False,True,False,True,False,False,True,False,True,False,False,False,False,False
3.08,1.5,4.62,27,6,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2.12,2.0,4.24,7,8,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0.98,2.0,1.96,25,7,True,False,True,False,False,True,False,False,False,False,False,False,False,False
1.86,2.0,3.72,4,8,False,True,True,False,False,False,False,True,True,False,False,False,False,False
3.26,8.0,26.08,3,7,False,True,False,False,False,False,False,True,False,False,False,True,False,False
1.12,1.5,1.68,24,7,False,False,False,True,False,False,False,False,False,False,False,True,False,False
2.98,2.0,5.96,11,7,False,False,True,False,False,True,False,False,False,False,False,False,False,False
3.06,8.0,24.48,8,7,False,True,False,False,False,False,False,True,False,False,False,False,True,False
3.84,1.5,5.76,3,8,True,False,False,True,False,False,True,False,False,False,True,False,False,False
0.67,3.0,2.01,14,7,False,True,False,False,True,False,False,True,True,False,False,False,False,False
2.03,1.5,3.04,13,7,False,False,False,True,False,False,False,True,False,False,True,False,False,False
2.5,3.0,7.5,17,7,True,False,False,False,True,False,True,False,False,False,False,True,False,False
3.54,1.5,5.31,8,8,False,True,False,True,False,False,True,False,False,False,False,False,False,False
1.86,3.0,5.58,13,7,True,False,False,False,True,False,False,True,False,False,True,False,False,False
4.71,1.5,7.06,14,7,False,True,False,True,False,False,False,True,True,False,False,False,False,False
2.79,1.5,4.19,5,7,False,False,False,True,False,False,True,False,False,True,False,False,False,False
0.32,1.5,0.48,1,7,False,False,False,True,False,False,False,False,False,False,False,False,True,False
4.79,8.0,38.32,9,8,False,False,False,False,False,False,False,False,False,True,False,False,False,False
4.0,8.0,32.0,13,7,False,True,False,False,False,False,False,True,False,False,True,False,False,False
3.54,3.0,10.62,19,6,False,False,False,False,True,False,False,True,False,False,False,True,False,False
0.48,2.0,0.96,23,6,False,False,True,False,False,False,True,False,True,False,False,False,False,False
2.57,2.0,5.14,30,6,True,False,True,False,False,True,False,False,True,False,False,False,False,False
1.73,2.0,3.46,25,6,True,False,True,False,False,False,False,False,False,False,False,False,False,True
2.48,1.5,3.72,19,6,True,False,False,True,False,False,False,True,False,False,False,True,False,False
0.82,2.0,1.64,17,6,False,False,True,False,False,True,False,False,False,False,False,False,True,False
4.57,8.0,36.56,14,6,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.72,3.0,2.16,21,7,False,True,False,False,True,False,False,True,True,False,False,False,False,False
3.7,3.0,11.1,23,7,True,False,False,False,True,True,False,False,False,False,False,False,False,True
2.73,8.0,21.84,5,7,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2.01,2.0,4.02,11,7,False,False,True,False,False,False,False,True,False,False,False,False,False,False
2.97,3.0,8.91,11,6,False,False,False,False,True,False,False,False,False,False,False,False,False,True
1.87,2.0,3.74,23,6,False,False,True,False,False,False,False,False,True,False,False,False,False,False
4.69,8.0,37.52,27,7,True,False,False,False,False,False,False,False,False,False,True,False,False,False
2.32,1.5,3.48,18,6,False,False,False,True,False,False,False,False,False,False,False,False,False,True
4.63,1.5,6.95,30,7,True,False,False,True,False,False,False,False,False,False,False,False,False,True
2.1,8.0,16.8,12,7,False,False,False,False,False,False,True,False,False,True,False,False,False,False
0.21,8.0,1.68,30,6,False,False,False,False,False,False,False,True,True,False,False,False,False,False
2.27,8.0,18.16,16,6,False,True,False,False,False,False,True,False,True,False,False,False,False,False
3.04,2.0,6.08,18,6,True,False,True,False,False,False,True,False,False,False,False,False,False,True
2.27,1.5,3.41,24,7,True,False,False,True,False,False,True,False,False,False,False,True,False,False
4.21,1.5,6.31,11,7,False,True,False,True,False,True,False,False,False,False,False,False,False,False
4.89,1.5,7.33,16,6,False,True,False,True,False,False,False,True,True,False,False,False,False,False
1.34,2.0,2.68,25,6,False,True,True,False,False,False,True,False,False,False,False,False,False,True
1.55,3.0,4.65,10,8,False,True,False,False,True,True,False,False,False,False,True,False,False,False
0.78,2.0,1.56,16,6,False,False,True,False,False,True,False,False,True,False,False,False,False,False
0.89,8.0,7.12,10,8,False,True,False,False,False,False,False,False,False,False,True,False,False,False
0.92,2.0,1.84,20,6,True,False,True,False,False,False,False,True,False,False,False,False,False,False
0.99,3.0,2.97,2,8,True,False,False,False,True,False,True,False,False,True,False,False,False,False
3.79,3.0,11.37,15,7,False,True,False,False,True,False,False,False,False,False,False,False,True,False
3.2,8.0,25.6,17,7,False,False,False,False,False,False,False,True,False,False,False,True,False,False
4.61,3.0,13.83,13,7,True,False,False,False,True,False,True,False,False,False,True,False,False,False
3.51,3.0,10.53,6,8,False,True,False,False,True,False,False,True,False,False,False,False,False,True
3.37,2.0,6.74,10,8,False,False,True,False,False,True,False,False,False,False,True,False,False,False
0.1,1.5,0.15,18,7,True,False,False,True,False,False,False,False,False,False,False,False,False,False
4.6,2.0,9.2,17,7,True,False,True,False,False,False,False,False,False,False,False,True,False,False
0.76,3.0,2.28,16,6,False,False,False,False,True,False,True,False,True,False,False,False,False,False
3.64,8.0,29.12,19,6,False,True,False,False,False,False,False,True,False,False,False,True,False,False
3.03,8.0,24.24,22,6,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2.37,8.0,18.96,5,7,True,False,False,False,False,False,True,False,False,True,False,False,False,False
4.87,3.0,14.61,26,6,False,True,False,False,True,False,False,False,False,False,False,True,False,False
3.75,3.0,11.25,17,6,False,True,False,False,True,True,False,False,False,False,False,False,True,False
1.86,2.0,3.72,6,8,True,False,True,False,False,False,True,False,False,False,False,False,False,True
0.39,8.0,3.12,29,6,False,True,False,False,False,False,False,True,False,False,True,False,False,False
3.38,1.5,5.07,4,7,False,True,False,True,False,False,True,False,False,False,False,False,False,False
0.9,8.0,7.2,11,7,False,False,False,False,False,False,True,False,False,False,False,False,False,False
4.68,3.0,14.04,9,8,False,False,False,False,True,True,False,False,False,True,False,False,False,False
2.8,1.5,4.2,11,6,False,False,False,True,False,False,False,True,False,False,False,False,False,True
3.51,8.0,28.08,19,7,False,False,False,False,False,False,False,True,False,True,False,False,False,False
4.67,8.0,37.36,26,6,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0.37,2.0,0.74,10,7,False,True,True,False,False,False,False,True,False,False,False,True,False,False
1.08,8.0,8.64,3,8,False,True,False,False,False,False,True,False,False,False,True,False,False,False
4.1,8.0,32.8,1,7,False,True,False,False,False,True,False,False,False,False,False,False,True,False
4.34,2.0,8.68,17,7,True,False,True,False,False,True,False,False,False,False,False,True,False,False
3.27,2.0,6.54,1,8,False,True,True,False,False,True,False,False,False,False,False,False,False,False
2.17,3.0,6.51,30,7,False,False,False,False,True,False,True,False,False,False,False,False,False,True
3.72,1.5,5.58,18,6,False,True,False,True,False,False,True,False,False,False,False,False,False,True
3.33,2.0,6.66,20,7,False,False,True,False,False,False,True,False,False,False,True,False,False,False
3.07,3.0,9.21,14,6,True,False,False,False,True,True,False,False,False,True,False,False,False,False
2.96,8.0,23.68,1,7,False,True,False,False,False,False,True,False,False,False,False,False,True,False
2.81,3.0,8.43,20,7,False,False,False,False,True,False,False,False,False,False,True,False,False,False
4.05,3.0,12.15,5,7,True,False,False,False,True,False,True,False,False,True,False,False,False,False
1.8,8.0,14.4,15,7,True,False,False,False,False,False,False,False,False,False,False,False,True,False
2.58,8.0,20.64,13,7,True,False,False,False,False,False,True,False,False,False,True,False,False,False
3.71,8.0,29.68,4,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False
3.63,1.5,5.45,14,6,True,False,False,True,False,False,True,False,False,True,False,False,False,False
2.68,1.5,4.02,23,6,True,False,False,True,False,False,True,False,True,False,False,False,False,False
2.06,3.0,6.18,14,7,False,False,False,False,True,False,True,False,True,False,False,False,False,False
2.86,1.5,4.29,5,7,False,True,False,True,False,True,False,False,False,True,False,False,False,False
1.86,1.5,2.79,21,7,True,False,False,True,False,False,True,False,True,False,False,False,False,False
4.25,2.0,8.5,26,7,True,False,True,False,False,False,False,True,False,True,False,False,False,False
4.74,3.0,14.22,23,6,True,False,False,False,True,True,False,False,True,False,False,False,False,False
0.78,8.0,6.24,12,7,False,True,False,False,False,False,True,False,False,True,False,False,False,False
4.78,3.0,14.34,11,7,False,True,False,False,True,False,True,False,False,False,False,False,False,False
1.27,8.0,10.16,23,7,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2.93,3.0,8.79,1,7,True,False,False,False,True,False,False,False,False,False,False,False,True,False
3.31,3.0,9.93,30,6,False,True,False,False,True,True,False,False,True,False,False,False,False,False
3.36,1.5,5.04,18,6,True,False,False,True,False,False,False,False,False,False,False,False,False,True
2.36,3.0,7.08,24,7,False,True,False,False,True,False,True,False,False,False,False,True,False,False
4.16,3.0,12.48,24,7,True,False,False,False,True,False,False,True,False,False,False,True,False,False
0.74,8.0,5.92,23,6,False,True,False,False,False,False,False,False,True,False,False,False,False,False
4.75,3.0,14.25,4,8,False,True,False,False,True,False,False,True,True,False,False,False,False,False
3.79,3.0,11.37,26,6,False,False,False,False,True,True,False,False,False,False,False,True,False,False
1.91,3.0,5.73,28,6,False,False,False,False,True,False,True,False,False,True,False,False,False,False
2.06,2.0,4.12,13,7,True,False,True,False,False,False,True,False,False,False,True,False,False,False
0.43,1.5,0.65,25,6,False,False,False,True,False,False,False,True,False,False,False,False,False,True
5.0,8.0,40.0,25,7,True,False,False,False,False,False,False,True,False,False,False,False,False,False
0.81,2.0,1.62,13,6,True,False,True,False,False,False,True,False,False,False,False,False,False,False
0.6,2.0,1.2,24,6,False,False,True,False,False,True,False,False,False,False,False,False,True,False
3.2,3.0,9.6,17,6,True,False,False,False,True,False,False,True,False,False,False,False,True,False
2.93,1.5,4.4,7,8,False,False,False,True,False,True,False,False,False,False,False,True,False,False
3.23,3.0,9.69,27,7,True,False,False,False,True,False,True,False,False,False,True,False,False,False
4.95,8.0,39.6,4,7,False,False,False,False,False,True,False,False,False,False,False,False,False,False
0.37,3.0,1.11,20,7,False,False,False,False,True,False,False,True,False,False,True,False,False,False
0.28,8.0,2.24,4,8,True,False,False,False,False,False,True,False,True,False,False,False,False,False
2.38,3.0,7.14,25,6,True,False,False,False,True,True,False,False,False,False,False,False,False,True
3.55,1.5,5.32,2,7,False,True,False,True,False,False,False,True,False,False,False,False,False,True
3.42,3.0,10.26,1,8,True,False,False,False,True,False,True,False,False,False,False,False,False,False
0.78,1.5,1.17,17,7,False,False,False,True,False,False,False,True,False,False,False,True,False,False
3.93,1.5,5.9,21,7,False,True,False,True,False,False,False,True,True,False,False,False,False,False
1.52,2.0,3.04,6,8,False,False,True,False,False,True,False,False,False,False,False,False,False,True
0.9,3.0,2.7,1,8,False,False,False,False,True,False,True,False,False,False,False,False,False,False
4.7,2.0,9.4,4,7,False,False,True,False,False,False,True,False,False,False,False,False,False,False
4.18,8.0,33.44,20,6,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1.8,1.5,2.7,6,7,False,True,False,True,False,True,False,False,False,False,True,False,False,False
4.94,1.5,7.41,19,7,False,False,False,True,False,False,False,True,False,True,False,False,False,False
3.78,2.0,7.56,10,8,False,True,True,False,False,False,False,False,False,False,True,False,False,False
0.91,8.0,7.28,28,7,True,False,False,False,False,False,False,False,True,False,False,False,False,False
4.54,2.0,9.08,12,7,False,True,True,False,False,True,False,False,False,True,False,False,False,False
0.15,2.0,0.3,4,7,False,False,True,False,False,False,False,False,False,False,False,False,False,False
0.51,8.0,4.08,20,7,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2.7,3.0,8.1,18,6,False,False,False,False,True,False,False,False,False,False,False,False,False,True
0.29,1.5,0.43,6,8,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0.59,8.0,4.72,18,7,False,True,False,False,False,False,False,True,False,False,False,False,False,False
1.93,2.0,3.86,1,8,False,False,True,False,False,True,False,False,False,False,False,False,False,False
1.38,3.0,4.14,7,8,False,False,False,False,True,False,False,False,False,False,False,True,False,False
5.0,8.0,40.0,17,7,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2.73,2.0,5.46,14,7,False,False,True,False,False,False,False,False,True,False,False,False,False,False
3.77,2.0,7.54,1,8,False,False,True,False,False,False,False,True,False,False,False,False,False,False
4.64,2.0,9.28,28,6,False,False,True,False,False,False,False,False,False,True,False,False,False,False
3.38,1.5,5.07,3,7,False,False,False,True,False,False,True,False,False,False,False,True,False,False
