Date,Meal,Canteen_Section,Food_Category,Waste_Weight_kg,Unit_Price_per_kg,Cost_Loss
2025-07-30,Dinner,B,Meat,0.59,8.0,4.72
2025-06-19,Dinner,A,Rice,0.52,2.0,1.04
2025-06-20,Dinner,C,Rice,2.04,2.0,4.08
2025-06-23,Lunch,D,Rice,2.28,2.0,4.56
2025-07-20,Dinner,C,Vegetables,2.14,3.0,6.42
2025-08-08,Dinner,D,Rice,4.2,2.0,8.4
2025-07-27,Breakfast,C,Soup,4.85,1.5,7.27
2025-07-31,Breakfast,C,Soup,1.58,1.5,2.37
2025-08-09,Breakfast,A,Soup,2.54,1.5,3.81
2025-06-24,Lunch,D,Vegetables,4.17,3.0,12.51
2025-07-23,Lunch,C,Vegetables,0.57,3.0,1.71
2025-07-23,Lunch,A,Meat,3.59,8.0,28.72
2025-07-30,Dinner,D,Meat,0.28,8.0,2.24
2025-06-28,Breakfast,B,Meat,1.08,8.0,8.64
2025-06-18,Breakfast,B,Soup,4.28,1.5,6.42
2025-08-05,Dinner,D,Soup,1.55,1.5,2.33
2025-08-10,Dinner,B,Soup,4.79,1.5,7.19
2025-07-08,Breakfast,C,Soup,3.4,1.5,5.1
2025-08-04,Lunch,D,Meat,1.02,8.0,8.16
2025-06-16,Dinner,B,Vegetables,3.35,3.0,10.05
2025-07-22,Lunch,A,Soup,3.63,1.5,5.45
2025-07-25,Breakfast,B,Vegetables,0.24,3.0,0.72
2025-07-14,Breakfast,C,Rice,4.92,2.0,9.84
2025-08-05,Breakfast,C,Meat,3.19,8.0,25.52
2025-06-11,Lunch,A,Vegetables,1.68,3.0,5.04
2025-06-23,Dinner,B,Meat,1.9,8.0,15.2
2025-06-24,Lunch,A,Soup,2.56,1.5,3.84
2025-07-15,Dinner,C,Rice,0.52,2.0,1.04
2025-08-09,Dinner,D,Vegetables,3.5,3.0,10.5
2025-07-13,Lunch,D,Vegetables,2.1,3.0,6.3
2025-08-07,Dinner,A,Rice,4.85,2.0,9.7
2025-07-11,Breakfast,D,Meat,4.49,8.0,35.92
2025-07-16,Dinner,A,Meat,3.85,8.0,30.8
2025-07-04,Breakfast,A,Vegetables,0.63,3.0,1.89
2025-08-01,Lunch,C,Meat,3.92,8.0,31.36
2025-06-26,Dinner,B,Rice,1.82,2.0,3.64
2025-07-24,Breakfast,D,Soup,1.32,1.5,1.98
2025-07-13,Lunch,B,Soup,2.36,1.5,3.54
2025-07-25,Dinner,B,Soup,4.49,1.5,6.74
2025-07-23,Breakfast,D,Vegetables,2.51,3.0,7.53
2025-06-25,Breakfast,C,Rice,2.2,2.0,4.4
2025-08-05,Breakfast,A,Soup,2.14,1.5,3.21
2025-08-08,Dinner,B,Rice,4.66,2.0,9.32
2025-07-19,Dinner,B,Meat,2.12,8.0,16.96
2025-08-09,Lunch,A,Vegetables,2.57,3.0,7.71
2025-06-15,Lunch,C,Soup,4.9,1.5,7.35
2025-06-23,Lunch,C,Meat,2.11,8.0,16.88
2025-06-18,Lunch,C,Rice,4.18,2.0,8.36
2025-07-23,Dinner,C,Soup,3.92,1.5,5.88
2025-06-17,Breakfast,D,Soup,3.97,1.5,5.96
2025-06-12,Breakfast,B,Rice,1.44,2.0,2.88
2025-07-24,Lunch,A,Soup,1.37,1.5,2.06
2025-07-18,Lunch,C,Meat,2.48,8.0,19.84
2025-07-18,Dinner,C,Meat,0.88,8.0,7.04
2025-06-11,Breakfast,A,Rice,4.59,2.0,9.18
2025-08-01,Lunch,C,Soup,0.14,1.5,0.21
2025-07-11,Dinner,B,Rice,3.43,2.0,6.86
2025-06-18,Breakfast,C,Rice,3.29,2.0,6.58
2025-06-28,Lunch,B,Soup,3.25,1.5,4.88
2025-08-05,Lunch,D,Meat,0.29,8.0,2.32
2025-07-28,Breakfast,A,Meat,0.63,8.0,5.04
2025-07-14,Lunch,D,Meat,4.81,8.0,38.48
2025-07-06,Dinner,B,Soup,4.69,1.5,7.04
2025-06-24,Lunch,B,Soup,0.24,1.5,0.36
2025-08-07,Dinner,C,Soup,0.68,1.5,1.02
2025-07-22,Dinner,D,Meat,4.51,8.0,36.08
2025-07-18,Breakfast,C,Rice,0.11,2.0,0.22
2025-07-22,Lunch,B,Vegetables,1.93,3.0,5.79
2025-07-01,Breakfast,C,Meat,2.63,8.0,21.04
2025-07-10,Lunch,B,Rice,3.45,2.0,6.9
2025-07-10,Lunch,C,Vegetables,1.96,3.0,5.88
2025-07-02,Lunch,B,Meat,3.5,8.0,28.0
2025-07-11,Dinner,D,Soup,1.65,1.5,2.47
2025-06-15,Breakfast,A,Rice,3.27,2.0,6.54
2025-06-27,Dinner,A,Meat,0.7,8.0,5.6
2025-06-14,Lunch,D,Vegetables,3.46,3.0,10.38
2025-06-12,Dinner,B,Meat,0.31,8.0,2.48
2025-07-01,Dinner,D,Meat,0.64,8.0,5.12
2025-07-22,Dinner,A,Vegetables,2.81,3.0,8.43
2025-07-29,Breakfast,D,Vegetables,2.5,3.0,7.5
2025-06-18,Breakfast,D,Soup,2.32,1.5,3.48
2025-06-24,Dinner,D,Rice,1.58,2.0,3.16
2025-07-31,Dinner,D,Soup,4.14,1.5,6.21
2025-06-13,Dinner,A,Rice,4.38,2.0,8.76
2025-06-18,Breakfast,B,Rice,3.07,2.0,6.14
2025-06-11,Breakfast,B,Soup,1.73,1.5,2.59
2025-07-03,Lunch,A,Meat,0.59,8.0,4.72
2025-06-29,Lunch,C,Soup,1.56,1.5,2.34
2025-07-16,Dinner,A,Rice,3.74,2.0,7.48
2025-06-30,Dinner,A,Meat,1.05,8.0,8.4
2025-07-27,Breakfast,A,Meat,2.04,8.0,16.32
2025-06-17,Lunch,A,Soup,0.36,1.5,0.54
2025-06-27,Dinner,D,Rice,2.76,2.0,5.52
2025-06-24,Breakfast,D,Meat,4.74,8.0,37.92
2025-06-18,Dinner,D,Soup,4.24,1.5,6.36
2025-07-16,Dinner,D,Vegetables,4.17,3.0,12.51
2025-08-01,Lunch,A,Meat,2.9,8.0,23.2
2025-08-06,Lunch,B,Soup,1.43,1.5,2.15
2025-08-04,Dinner,C,Soup,1.35,1.5,2.03
2025-07-02,Dinner,D,Soup,1.8,1.5,2.7
2025-06-14,Dinner,A,Meat,3.07,8.0,24.56
2025-06-19,Dinner,C,Vegetables,3.8,3.0,11.4
2025-06-21,Breakfast,D,Vegetables,3.8,3.0,11.4
2025-06-14,Dinner,B,Soup,1.83,1.5,2.75
2025-08-09,Breakfast,A,Rice,3.33,2.0,6.66
2025-07-07,Breakfast,B,Meat,3.73,8.0,29.84
2025-06-14,Dinner,C,Rice,3.22,2.0,6.44
2025-07-17,Dinner,A,Soup,0.72,1.5,1.08
2025-07-26,Breakfast,C,Vegetables,4.21,3.0,12.63
2025-07-30,Lunch,B,Rice,2.0,2.0,4.0
2025-07-05,Breakfast,C,Meat,3.07,8.0,24.56
2025-08-09,Dinner,C,Vegetables,4.91,3.0,14.73
2025-06-27,Dinner,C,Vegetables,1.8,3.0,5.4
2025-07-09,Dinner,A,Rice,2.12,2.0,4.24
2025-07-09,Breakfast,B,Meat,2.15,8.0,17.2
2025-07-05,Lunch,B,Vegetables,0.48,3.0,1.44
2025-07-30,Lunch,D,Soup,0.83,1.5,1.24
2025-06-16,Dinner,A,Soup,0.7,1.5,1.05
2025-06-21,Breakfast,C,Meat,3.83,8.0,30.64
2025-07-13,Lunch,C,Rice,3.57,2.0,7.14
2025-07-06,Breakfast,C,Vegetables,3.85,3.0,11.55
2025-06-25,Lunch,A,Vegetables,4.94,3.0,14.82
2025-07-29,Lunch,C,Meat,1.42,8.0,11.36
2025-07-03,Breakfast,D,Soup,2.13,1.5,3.19
2025-07-25,Dinner,A,Soup,2.0,1.5,3.0
2025-07-22,Dinner,A,Meat,1.7,8.0,13.6
2025-06-13,Lunch,B,Vegetables,4.37,3.0,13.11
2025-07-20,Breakfast,B,Vegetables,3.48,3.0,10.44
2025-07-07,Breakfast,A,Soup,3.55,1.5,5.32
2025-06-16,Dinner,C,Meat,0.2,8.0,1.6
2025-07-28,Lunch,B,Rice,4.76,2.0,9.52
2025-07-19,Dinner,D,Soup,0.79,1.5,1.19
2025-07-03,Lunch,A,Soup,0.13,1.5,0.2
2025-07-04,Breakfast,A,Meat,2.88,8.0,23.04
2025-07-12,Lunch,C,Rice,1.97,2.0,3.94
2025-07-19,Breakfast,B,Vegetables,3.55,3.0,10.65
2025-06-17,Lunch,A,Rice,1.27,2.0,2.54
2025-07-17,Breakfast,C,Meat,4.07,8.0,32.56
2025-07-31,Breakfast,D,Meat,2.51,8.0,20.08
2025-08-07,Lunch,A,Rice,1.32,2.0,2.64
2025-06-22,Dinner,D,Soup,2.17,1.5,3.25
2025-07-25,Breakfast,D,Vegetables,3.13,3.0,9.39
2025-08-02,Breakfast,D,Rice,4.47,2.0,8.94
2025-08-03,Lunch,A,Meat,4.46,8.0,35.68
2025-07-24,Dinner,C,Rice,0.21,2.0,0.42
2025-07-07,Lunch,D,Vegetables,2.53,3.0,7.59
2025-07-21,Lunch,D,Meat,0.92,8.0,7.36
2025-07-21,Dinner,A,Rice,1.42,2.0,2.84
2025-07-23,Lunch,D,Vegetables,2.88,3.0,8.64
2025-06-24,Breakfast,B,Meat,4.24,8.0,33.92
2025-07-02,Lunch,C,Meat,2.83,8.0,22.64
2025-06-16,Dinner,D,Vegetables,0.44,3.0,1.32
2025-07-25,Dinner,C,Meat,0.39,8.0,3.12
2025-06-17,Breakfast,D,Rice,3.34,2.0,6.68
2025-08-07,Dinner,B,Rice,2.08,2.0,4.16
2025-08-05,Breakfast,B,Rice,1.96,2.0,3.92
2025-06-12,Lunch,A,Meat,4.68,8.0,37.44
2025-07-26,Breakfast,A,Vegetables,4.1,3.0,12.3
2025-06-29,Lunch,C,Vegetables,3.46,3.0,10.38
2025-08-08,Lunch,A,Meat,3.32,8.0,26.56
2025-07-25,Breakfast,B,Meat,2.04,8.0,16.32
2025-06-15,Dinner,B,Vegetables,4.13,3.0,12.39
2025-06-21,Lunch,B,Soup,0.84,1.5,1.26
2025-07-04,Lunch,D,Vegetables,1.69,3.0,5.07
2025-07-07,Lunch,B,Rice,0.8,2.0,1.6
2025-07-27,Breakfast,D,Soup,1.19,1.5,1.78
2025-07-04,Dinner,D,Soup,3.55,1.5,5.32
2025-07-01,Dinner,D,Rice,4.75,2.0,9.5
2025-06-28,Lunch,B,Rice,4.13,2.0,8.26
2025-07-11,Breakfast,C,Soup,4.19,1.5,6.29
2025-06-18,Dinner,B,Vegetables,3.63,3.0,10.89
2025-07-05,Lunch,B,Meat,3.55,8.0,28.4
2025-08-05,Lunch,D,Rice,1.55,2.0,3.1
2025-07-16,Breakfast,A,Meat,1.98,8.0,15.84
2025-07-16,Lunch,A,Meat,4.82,8.0,38.56
2025-07-22,Lunch,B,Rice,1.43,2.0,2.86
2025-06-26,Lunch,D,Soup,3.34,1.5,5.01
2025-06-13,Breakfast,A,Soup,2.26,1.5,3.39
2025-07-14,Dinner,B,Soup,3.51,1.5,5.26
2025-06-29,Breakfast,A,Vegetables,2.56,3.0,7.68
2025-06-29,Dinner,D,Vegetables,0.57,3.0,1.71
2025-07-13,Dinner,D,Soup,4.49,1.5,6.74
2025-06-22,Breakfast,A,Meat,0.4,8.0,3.2
2025-06-24,Breakfast,D,Rice,2.24,2.0,4.48
2025-06-14,Dinner,C,Meat,3.14,8.0,25.12
2025-07-04,Breakfast,C,Meat,4.27,8.0,34.16
2025-07-14,Dinner,B,Rice,2.47,2.0,4.94
2025-06-30,Lunch,A,Soup,0.35,1.5,0.52
2025-08-07,Breakfast,D,Vegetables,0.57,3.0,1.71
2025-07-27,Lunch,D,Rice,3.05,2.0,6.1
2025-07-13,Breakfast,C,Rice,1.53,2.0,3.06
2025-07-20,Breakfast,C,Vegetables,2.64,3.0,7.92
2025-06-23,Lunch,D,Soup,2.3,1.5,3.45
2025-07-07,Breakfast,D,Rice,1.52,2.0,3.04
2025-06-14,Breakfast,B,Soup,4.04,1.5,6.06
2025-07-06,Breakfast,B,Vegetables,4.68,3.0,14.04
2025-07-24,Lunch,B,Soup,2.32,1.5,3.48
2025-06-26,Breakfast,C,Soup,1.73,1.5,2.59
2025-07-15,Dinner,C,Vegetables,0.68,3.0,2.04
2025-07-13,Lunch,A,Vegetables,3.0,3.0,9.0
2025-08-05,Lunch,C,Rice,1.39,2.0,2.78
2025-06-11,Lunch,B,Soup,3.32,1.5,4.98
2025-07-13,Lunch,D,Rice,4.11,2.0,8.22
2025-06-14,Breakfast,D,Vegetables,3.23,3.0,9.69
2025-06-28,Dinner,D,Meat,3.21,8.0,25.68
2025-06-29,Dinner,B,Vegetables,4.88,3.0,14.64
2025-07-09,Breakfast,A,Rice,1.18,2.0,2.36
2025-07-26,Dinner,A,Soup,0.74,1.5,1.11
2025-06-20,Breakfast,D,Rice,0.96,2.0,1.92
2025-08-09,Dinner,B,Meat,1.08,8.0,8.64
2025-08-09,Breakfast,B,Rice,2.7,2.0,5.4
2025-06-30,Breakfast,C,Soup,2.54,1.5,3.81
2025-08-10,Lunch,B,Rice,4.21,2.0,8.42
2025-07-24,Lunch,B,Rice,4.95,2.0,9.9
2025-06-17,Lunch,B,Soup,2.43,1.5,3.65
2025-06-22,Lunch,B,Rice,0.42,2.0,0.84
2025-07-19,Breakfast,C,Rice,2.44,2.0,4.88
2025-07-09,Lunch,C,Vegetables,0.39,3.0,1.17
2025-06-17,Lunch,A,Vegetables,0.95,3.0,2.85
2025-06-16,Dinner,D,Soup,3.85,1.5,5.78
2025-06-25,Lunch,B,Vegetables,3.21,3.0,9.63
2025-06-17,Lunch,B,Rice,3.73,2.0,7.46
2025-07-28,Breakfast,B,Meat,4.85,8.0,38.8
2025-06-26,Lunch,D,Meat,1.67,8.0,13.36
2025-07-11,Breakfast,A,Vegetables,1.64,3.0,4.92
2025-06-29,Dinner,D,Rice,1.41,2.0,2.82
2025-07-17,Dinner,C,Meat,3.41,8.0,27.28
2025-07-29,Lunch,A,Meat,2.77,8.0,22.16
2025-07-06,Breakfast,B,Rice,4.68,2.0,9.36
2025-08-06,Dinner,B,Meat,3.42,8.0,27.36
2025-07-01,Breakfast,C,Vegetables,1.71,3.0,5.13
2025-06-11,Breakfast,D,Meat,4.73,8.0,37.84
2025-06-29,Breakfast,C,Meat,4.23,8.0,33.84
2025-06-27,Dinner,C,Rice,4.24,2.0,8.48
2025-06-21,Dinner,A,Vegetables,0.48,3.0,1.44
2025-07-30,Breakfast,A,Meat,3.42,8.0,27.36
2025-06-19,Lunch,C,Meat,1.15,8.0,9.2
2025-07-26,Breakfast,D,Vegetables,4.05,3.0,12.15
2025-07-27,Dinner,C,Soup,4.44,1.5,6.66
2025-07-06,Lunch,D,Rice,1.19,2.0,2.38
2025-07-04,Dinner,D,Meat,2.56,8.0,20.48
2025-07-07,Breakfast,C,Soup,2.57,1.5,3.85
2025-07-10,Dinner,A,Vegetables,2.87,3.0,8.61
2025-06-18,Dinner,D,Vegetables,0.63,3.0,1.89
2025-08-10,Dinner,B,Vegetables,2.0,3.0,6.0
2025-07-25,Lunch,B,Rice,1.47,2.0,2.94
2025-07-31,Dinner,C,Rice,4.18,2.0,8.36
2025-07-07,Lunch,C,Rice,0.4,2.0,0.8
2025-06-22,Lunch,C,Rice,3.65,2.0,7.3
2025-06-15,Lunch,D,Vegetables,1.89,3.0,5.67
2025-07-03,Dinner,C,Rice,4.61,2.0,9.22
2025-08-02,Dinner,B,Vegetables,2.59,3.0,7.77
2025-06-11,Breakfast,C,Rice,3.38,2.0,6.76
2025-07-10,Lunch,D,Soup,2.55,1.5,3.82
2025-06-17,Lunch,D,Rice,4.73,2.0,9.46
2025-06-19,Dinner,C,Soup,0.66,1.5,0.99
2025-07-13,Dinner,B,Soup,2.45,1.5,3.68
2025-06-13,Breakfast,C,Meat,0.86,8.0,6.88
2025-07-08,Breakfast,A,Soup,1.1,1.5,1.65
2025-07-23,Breakfast,A,Rice,0.13,2.0,0.26
2025-06-13,Lunch,C,Meat,3.19,8.0,25.52
2025-07-29,Breakfast,C,Rice,0.94,2.0,1.88
2025-08-08,Breakfast,D,Meat,2.33,8.0,18.64
2025-07-18,Breakfast,D,Rice,2.35,2.0,4.7
2025-08-02,Dinner,C,Rice,4.22,2.0,8.44
2025-07-10,Breakfast,A,Meat,4.89,8.0,39.12
2025-06-13,Lunch,A,Soup,1.65,1.5,2.47
2025-07-31,Dinner,B,Rice,4.27,2.0,8.54
2025-07-05,Dinner,B,Meat,2.32,8.0,18.56
2025-08-08,Dinner,A,Vegetables,3.09,3.0,9.27
2025-08-08,Lunch,C,Rice,4.83,2.0,9.66
2025-08-10,Breakfast,C,Meat,4.25,8.0,34.0
2025-07-12,Lunch,A,Vegetables,0.52,3.0,1.56
2025-07-16,Breakfast,C,Vegetables,1.64,3.0,4.92
2025-06-25,Breakfast,A,Rice,2.34,2.0,4.68
2025-07-09,Breakfast,A,Meat,0.82,8.0,6.56
2025-07-13,Breakfast,A,Vegetables,1.67,3.0,5.01
2025-06-23,Breakfast,D,Soup,1.75,1.5,2.62
2025-07-08,Lunch,B,Meat,4.79,8.0,38.32
2025-06-29,Lunch,C,Rice,2.47,2.0,4.94
2025-07-15,Lunch,A,Soup,4.06,1.5,6.09
2025-07-07,Dinner,A,Soup,1.66,1.5,2.49
2025-07-17,Lunch,A,Meat,1.11,8.0,8.88
2025-06-15,Lunch,B,Meat,0.66,8.0,5.28
2025-07-26,Breakfast,C,Soup,4.24,1.5,6.36
2025-07-23,Dinner,B,Rice,4.02,2.0,8.04
2025-06-27,Dinner,A,Rice,2.51,2.0,5.02
2025-07-31,Lunch,A,Vegetables,4.87,3.0,14.61
2025-07-10,Dinner,C,Rice,4.35,2.0,8.7
2025-07-28,Lunch,D,Meat,3.11,8.0,24.88
2025-08-04,Breakfast,B,Meat,0.17,8.0,1.36
2025-08-05,Breakfast,B,Vegetables,2.42,3.0,7.26
2025-06-16,Dinner,A,Meat,2.05,8.0,16.4
2025-06-12,Lunch,B,Soup,4.99,1.5,7.49
2025-07-16,Breakfast,B,Rice,3.5,2.0,7.0
2025-07-03,Lunch,D,Soup,0.54,1.5,0.81
2025-06-19,Breakfast,C,Vegetables,4.65,3.0,13.95
2025-06-23,Breakfast,B,Soup,0.77,1.5,1.16
2025-07-23,Dinner,A,Vegetables,1.38,3.0,4.14
2025-07-21,Breakfast,D,Vegetables,0.52,3.0,1.56
2025-06-21,Lunch,B,Rice,3.16,2.0,6.32
2025-07-20,Lunch,C,Meat,0.75,8.0,6.0
2025-07-27,Dinner,B,Soup,4.44,1.5,6.66
2025-08-10,Lunch,D,Rice,3.72,2.0,7.44
2025-08-07,Lunch,A,Soup,1.99,1.5,2.98
2025-07-11,Lunch,B,Meat,0.36,8.0,2.88
2025-07-15,Breakfast,C,Rice,1.0,2.0,2.0
2025-06-15,Breakfast,D,Meat,4.58,8.0,36.64
2025-06-26,Breakfast,D,Meat,1.9,8.0,15.2
2025-07-10,Dinner,B,Meat,2.69,8.0,21.52
2025-06-21,Dinner,D,Vegetables,1.68,3.0,5.04
2025-07-13,Breakfast,C,Soup,2.92,1.5,4.38
2025-06-29,Dinner,A,Vegetables,1.63,3.0,4.89
2025-06-18,Dinner,C,Meat,1.82,8.0,14.56
2025-07-14,Dinner,C,Vegetables,4.07,3.0,12.21
2025-08-04,Lunch,C,Meat,4.98,8.0,39.84
2025-07-09,Breakfast,D,Meat,1.36,8.0,10.88
2025-06-19,Breakfast,A,Vegetables,2.91,3.0,8.73
2025-06-15,Breakfast,B,Vegetables,1.55,3.0,4.65
2025-07-02,Dinner,C,Vegetables,4.78,3.0,14.34
2025-06-23,Breakfast,D,Vegetables,0.28,3.0,0.84
2025-06-21,Dinner,B,Soup,2.37,1.5,3.56
2025-07-20,Dinner,D,Vegetables,3.12,3.0,9.36
2025-06-19,Dinner,D,Meat,1.49,8.0,11.92
2025-07-03,Lunch,C,Soup,4.82,1.5,7.23
2025-06-15,Breakfast,D,Soup,1.36,1.5,2.04
2025-06-21,Breakfast,C,Soup,0.97,1.5,1.46
2025-08-09,Breakfast,C,Soup,0.97,1.5,1.46
2025-06-27,Lunch,C,Rice,2.0,2.0,4.0
2025-07-31,Lunch,C,Meat,1.14,8.0,9.12
2025-07-05,Dinner,A,Vegetables,0.55,3.0,1.65
2025-07-05,Dinner,A,Meat,2.96,8.0,23.68
2025-07-15,Lunch,C,Meat,2.34,8.0,18.72
2025-08-01,Lunch,D,Vegetables,3.05,3.0,9.15
2025-06-12,Dinner,A,Soup,1.24,1.5,1.86
2025-07-29,Breakfast,B,Vegetables,1.08,3.0,3.24
2025-07-26,Breakfast,C,Rice,4.01,2.0,8.02
2025-06-11,Lunch,B,Rice,2.08,2.0,4.16
2025-08-10,Dinner,D,Vegetables,3.93,3.0,11.79
2025-08-02,Breakfast,B,Rice,1.56,2.0,3.12
2025-07-19,Dinner,B,Vegetables,3.46,3.0,10.38
2025-08-04,Dinner,B,Rice,3.7,2.0,7.4
2025-07-19,Breakfast,A,Meat,2.04,8.0,16.32
2025-07-01,Breakfast,D,Meat,4.95,8.0,39.6
2025-08-06,Dinner,A,Soup,2.99,1.5,4.49
2025-06-29,Lunch,A,Soup,3.23,1.5,4.84
2025-07-03,Dinner,C,Vegetables,2.05,3.0,6.15
2025-07-27,Dinner,B,Rice,1.27,2.0,2.54
2025-08-06,Breakfast,A,Rice,2.37,2.0,4.74
2025-06-29,Lunch,B,Vegetables,1.52,3.0,4.56
2025-07-14,Lunch,A,Meat,2.64,8.0,21.12
2025-07-31,Lunch,A,Rice,4.36,2.0,8.72
2025-07-16,Lunch,D,Vegetables,0.92,3.0,2.76
2025-08-01,Lunch,C,Rice,0.2,2.0,0.4
2025-07-09,Dinner,C,Meat,3.12,8.0,24.96
2025-08-03,Dinner,C,Rice,0.93,2.0,1.86
2025-06-20,Lunch,C,Vegetables,3.58,3.0,10.74
2025-08-01,Lunch,D,Rice,4.57,2.0,9.14
2025-06-12,Lunch,D,Vegetables,2.33,3.0,6.99
2025-08-09,Breakfast,D,Meat,3.68,8.0,29.44
2025-07-03,Breakfast,A,Rice,2.27,2.0,4.54
2025-06-29,Dinner,C,Vegetables,1.66,3.0,4.98
2025-07-11,Dinner,A,Soup,2.22,1.5,3.33
2025-07-30,Dinner,D,Soup,0.8,1.5,1.2
2025-08-04,Dinner,B,Soup,1.9,1.5,2.85
2025-06-18,Dinner,D,Rice,3.32,2.0,6.64
2025-07-29,Dinner,D,Soup,4.51,1.5,6.76
2025-07-14,Lunch,D,Rice,2.14,2.0,4.28
2025-07-19,Lunch,B,Meat,0.6,8.0,4.8
2025-06-25,Dinner,C,Soup,3.9,1.5,5.85
2025-07-28,Lunch,D,Rice,3.01,2.0,6.02
2025-06-25,Breakfast,D,Vegetables,4.88,3.0,14.64
2025-08-02,Breakfast,B,Meat,0.63,8.0,5.04
2025-06-17,Lunch,A,Meat,1.69,8.0,13.52
2025-06-15,Lunch,A,Meat,2.46,8.0,19.68
2025-07-10,Breakfast,B,Vegetables,4.56,3.0,13.68
2025-07-26,Breakfast,A,Soup,4.59,1.5,6.88
2025-08-10,Lunch,C,Rice,0.26,2.0,0.52
2025-07-12,Breakfast,A,Soup,1.86,1.5,2.79
2025-06-29,Lunch,B,Meat,3.17,8.0,25.36
2025-07-30,Lunch,D,Vegetables,2.13,3.0,6.39
2025-06-30,Breakfast,B,Meat,1.7,8.0,13.6
2025-08-01,Breakfast,D,Meat,3.48,8.0,27.84
2025-07-13,Lunch,C,Soup,3.49,1.5,5.24
2025-06-14,Dinner,D,Soup,4.53,1.5,6.79
2025-07-20,Breakfast,C,Soup,2.6,1.5,3.9
2025-07-07,Lunch,A,Meat,3.4,8.0,27.2
2025-06-21,Breakfast,A,Soup,4.11,1.5,6.17
2025-06-30,Breakfast,A,Soup,4.34,1.5,6.51
2025-08-02,Dinner,B,Soup,4.24,1.5,6.36
2025-06-16,Dinner,B,Meat,2.33,8.0,18.64
2025-07-01,Lunch,D,Rice,3.47,2.0,6.94
2025-07-09,Lunch,C,Rice,2.76,2.0,5.52
2025-07-18,Breakfast,B,Soup,1.7,1.5,2.55
2025-07-14,Dinner,A,Vegetables,2.33,3.0,6.99
2025-06-22,Dinner,C,Soup,3.72,1.5,5.58
2025-07-01,Dinner,A,Meat,3.9,8.0,31.2
2025-07-24,Breakfast,D,Meat,1.71,8.0,13.68
2025-07-19,Dinner,A,Vegetables,3.64,3.0,10.92
2025-06-23,Breakfast,C,Meat,4.24,8.0,33.92
2025-07-20,Dinner,C,Rice,3.18,2.0,6.36
2025-08-10,Dinner,C,Meat,1.63,8.0,13.04
2025-07-20,Dinner,B,Meat,0.4,8.0,3.2
2025-06-25,Breakfast,A,Vegetables,4.54,3.0,13.62
2025-07-14,Breakfast,C,Meat,3.42,8.0,27.36
2025-06-28,Dinner,B,Soup,3.58,1.5,5.37
2025-06-20,Breakfast,D,Soup,2.55,1.5,3.82
2025-07-08,Dinner,B,Vegetables,2.61,3.0,7.83
2025-07-13,Dinner,A,Meat,1.29,8.0,10.32
2025-07-12,Dinner,B,Meat,1.06,8.0,8.48
2025-08-05,Breakfast,C,Vegetables,1.58,3.0,4.74
2025-08-04,Lunch,A,Vegetables,4.14,3.0,12.42
2025-07-31,Lunch,C,Vegetables,4.14,3.0,12.42
2025-07-14,Dinner,A,Rice,0.79,2.0,1.58
2025-08-04,Breakfast,D,Vegetables,0.73,3.0,2.19
2025-07-06,Dinner,D,Soup,1.11,1.5,1.67
2025-06-17,Breakfast,B,Vegetables,0.11,3.0,0.33
2025-06-23,Breakfast,D,Rice,4.19,2.0,8.38
2025-07-07,Dinner,A,Meat,3.39,8.0,27.12
2025-07-08,Dinner,C,Meat,4.91,8.0,39.28
2025-07-16,Dinner,B,Meat,3.9,8.0,31.2
2025-07-08,Dinner,D,Rice,4.58,2.0,9.16
2025-07-26,Dinner,A,Vegetables,1.09,3.0,3.27
2025-06-19,Dinner,C,Meat,1.44,8.0,11.52
2025-06-22,Breakfast,B,Vegetables,2.57,3.0,7.71
2025-07-02,Dinner,D,Vegetables,3.6,3.0,10.8
2025-07-17,Lunch,D,Rice,3.43,2.0,6.86
2025-07-31,Dinner,C,Vegetables,1.32,3.0,3.96
2025-07-29,Breakfast,A,Rice,0.85,2.0,1.7
2025-06-13,Dinner,B,Rice,0.33,2.0,0.66
2025-07-17,Breakfast,A,Vegetables,2.3,3.0,6.9
2025-07-16,Dinner,B,Vegetables,4.13,3.0,12.39
2025-07-23,Breakfast,B,Rice,4.21,2.0,8.42
2025-08-04,Breakfast,A,Meat,1.98,8.0,15.84
2025-07-20,Dinner,B,Vegetables,3.97,3.0,11.91
2025-07-20,Lunch,B,Vegetables,4.89,3.0,14.67
2025-06-22,Lunch,D,Rice,1.73,2.0,3.46
2025-07-21,Breakfast,B,Meat,2.01,8.0,16.08
2025-07-10,Breakfast,B,Soup,0.62,1.5,0.93
2025-08-04,Lunch,B,Vegetables,3.02,3.0,9.06
2025-06-22,Dinner,C,Vegetables,4.16,3.0,12.48
2025-06-18,Lunch,A,Rice,2.14,2.0,4.28
2025-06-12,Dinner,C,Soup,4.12,1.5,6.18
2025-08-10,Breakfast,B,Vegetables,3.76,3.0,11.28
2025-08-01,Lunch,B,Soup,2.11,1.5,3.17
2025-07-05,Lunch,A,Vegetables,4.38,3.0,13.14
2025-08-10,Breakfast,A,Rice,0.67,2.0,1.34
2025-07-07,Dinner,B,Meat,0.83,8.0,6.64
2025-07-14,Lunch,A,Vegetables,2.94,3.0,8.82
2025-07-09,Dinner,B,Meat,2.58,8.0,20.64
2025-07-09,Lunch,A,Meat,2.5,8.0,20.0
2025-07-31,Breakfast,B,Vegetables,3.75,3.0,11.25
